tweet,subtask_a,subtask_b,subtask_c
@USER अरे साठीचा हा आहेतस बघायला गेल तर तुझ्या मोदीजींनी पण ला असे खूप बनवले…,not offensive,NULL,NULL
@USER @USER @USER @USER @USER @USER अगदीएक नैतिक जबाबदारी आणि पक्ष म्हणून यामुळे @USER…,not offensive,NULL,NULL
@USER @USER डाटा संपू नाही म्हणून माझ्या कडे एक अत्यंत चांगला पर्याय आहेतुझी इच्छा असेल तर,not offensive,NULL,NULL
भास्कर जाधव सत्तेचा माज चांगला नाहीजनता हा माज नक्कीच उतरणार@USER @USER @USER…,not offensive,NULL,NULL
@USER @USER @USER @USER @USER अगदीएक नैतिक जबाबदारी आणि पक्ष म्हणून यामु…,not offensive,NULL,NULL
@USER @USER फक्त शिवीगाळ चांगला फोडला पाहीजे होता अबु आझमी ला कसा मारला होता।,not offensive,NULL,NULL
@USER गोष्टीरूप संस्कार केलेले असतात त्यातून आपल्याला लहानपणी खूप चांगला बोध मिळतो म्हणून ते सुद्धा आपले गुरू असतात शाळेतील…,not offensive,NULL,NULL
@USER हेच जाधव साहेबांना सांगा तुमचं ऐकतील कारण हे सरकार चा छान छान जप तुम्ही चांगला केलाय,not offensive,NULL,NULL
एवढा माज चांगला नाहीभास्करजाधव असंवेदनशील लोकप्रतिनिधी,not offensive,NULL,NULL
@USER @USER @USER @USER द्या च चांगला सणसणीत कानाखाली,not offensive,NULL,NULL
तुम्ही चांगला विचार देखील करू शकता यापेक्षा दुसरी श्रीमंती कुठेच नाहीश्रीमंती,not offensive,NULL,NULL
@USER पेक्षा केव्हा ही चांगला,not offensive,NULL,NULL
@USER चांगला मित्र होता पण मला माहित नव्हत तो साहेब प्रेमी निघेल लई समजवण्याचा प्रयत्न केला पण लई अडांनचोत निघल,not offensive,NULL,NULL
विधानसभेतला आवेश बघितलं तेव्हा खरंच वाटलं होत की आता महाराष्ट्राला एक चांगलाकठोर आणि निर्णयक्षमता असलेला आमदार मि…,not offensive,NULL,NULL
@USER माझ्या लिखाणातून व बोलण्यातून कोणाच्या आयुष्यावर चांगला परिणाम होत असेल तर कष्ट सार्थकी लागले @USER @USER…,not offensive,NULL,NULL
@USER कधी कधी वाटत कि आपण उगाचच मोठेझालो कारण तुटलेली मनं आणि अपुरी स्वप्नं यापेक्षा तुटलेली खेळणी आणि अपुरा गृहपाठ खरच खुप…,not offensive,NULL,NULL
@USER @USER @USER @USER @USER @USER साहेबांच्या वाढदिवसाचं औचित्य रा…,not offensive,NULL,NULL
@USER चांगला आहे का?,not offensive,NULL,NULL
@USER @USER @USER @USER @USER @USER @USER @USER @USER…,not offensive,NULL,NULL
@USER गरिबीत पण लैच चांगला अनुभव घेतात म्हणे लोक,not offensive,NULL,NULL
@USER @USER @USER मुख्यमंत्री काय त्याच ऐकत बसलेत हासाडायच ना त्याला अशा गुंड प्रवृत्ती…,not offensive,NULL,NULL
@USER मला एक चांगला माणूस म्हणून घडविण्यात आणि प्रत्येक प्रसंगात जगायला शिकवणाऱ्या सर्व गुरूंचे मनःपूर्वक आभार आपली साथ आणि…,not offensive,NULL,NULL
@USER @USER @USER @USER @USER @USER डोंबिवली मधील सावळाराम क्रीडा सं…,not offensive,NULL,NULL
@USER त्यात बिहारचे गुप्तेश्वर पांडे यांचा महाराष्र्टाला बदनाम करण्यासाठी भाजपाने आणि प्रसार माध्यमाने…,not offensive,NULL,NULL
@USER @USER तुमची नोकरी गेली असणार नक्की तुम्ही सरकारी नोकरदार असणार विषय कोटी गरीब रेषा…,not offensive,NULL,NULL
राजकारणात जितका अडचणीचा काळ असतो तितकाच चांगला काळ देखील येतोजन्मदिनाच्या हार्दिक शुभेच्छा ताईसाहेबऔ…,not offensive,NULL,NULL
@USER @USER नक्कीच चांगला निर्णय नाहीतर मुख्यमंत्री परत स्थगिती चे आदेश देतील सावध राहुन निर्णय घ्या,not offensive,NULL,NULL
@USER @USER @USER @USER चांगला सामाजिक आणि लोकहिताचे कामं,not offensive,NULL,NULL
@USER @USER @USER @USER @USER सत्तेचा माजआणि संस्कार बोलतात यांचेभड…,not offensive,NULL,NULL
@USER @USER चांगला थ्रेड लिहिला आहेमराठी न्यूज वाल्यांची आणखी एक कामगिरी अशी की ते भाजप नेत्यां…,not offensive,NULL,NULL
@USER @USER @USER हे ॲप मी वापरतो टास्क चा पर्याय यात नाही युजर इंटर…,not offensive,NULL,NULL
@USER @USER @USER @USER @USER बाय रोड येवू शकला असता महाड पर्यंत मुंबई गोवा हायवे ला…,not offensive,NULL,NULL
आंधळा माणूस एका मंदिरात गेला मंदिरात दर्शन घेत असलेले लोक त्याला बघून म्हणाले दर्शनाला आलाय देवाला बघु शकणार का?…,not offensive,NULL,NULL
@USER @USER @USER फोटो चांगला यावा म्हणुन ढकलण्यात आले,not offensive,NULL,NULL
नाशिक जिल्ह्यात पावसाचा जोर कायम असून नाशिक शहराला पाणी पुरवठा करण्याऱ्या गंगापूर धरणाच्या पाणलोट क्षेत्रात सकाळी…,not offensive,NULL,NULL
@USER एवढ्या विविध क्षेत्रांमध्ये एकाचवेळी बिझनेस करत असूनही वेळोवेळी मार्केट रिसर्च करून नवनवीन प्रॉडक्ट्स लाँच करत असूनही ही…,not offensive,NULL,NULL
@USER या कंपनीची थोडीशी तोंडओळख करून घेऊ कंपनीचे हेडक्वार्टर कोलकाता येथे आहे ही कंपनी सिगरेट हॉटेल पॅकेज्ड फूड स्टेश…,not offensive,NULL,NULL
@USER या शेअरची खिल्ली उडवणारे आहेत तसेच या शेअरचे पाठीराखेसुद्धा मोठ्या संख्येने आहेत हा शेअर येणाऱ्या काळात ‘वेल्थ क्रिएटर’ ठर…,not offensive,NULL,NULL
@USER अनेक रिटेल इन्व्हेस्टर्स हा शेअर चांगला आहे म्हणून छोट्या मोठ्या संख्येने हा शेअर घेऊन बसले आहेतशेअर मात्र वाढता वाढेना…,not offensive,NULL,NULL
@USER @USER @USER @USER या लोकांना एक दिवस चांगला धडा शिकवला पाहिजे दुसर्यांची माहिती न घेता खोट्या बात…,not offensive,NULL,NULL
@USER @USER फोटो चांगला यावा म्हणुन ढकलण्यात आले,not offensive,NULL,NULL
जस काय यांचा पायगुण चांगला आहे ज्या पक्षात गेलेत त्याच कल्याणच झालाय,not offensive,NULL,NULL
माझ्या लिखाणातून व बोलण्यातून कोणाच्या आयुष्यावर चांगला परिणाम होत असेल तर कष्ट सार्थकी लागले @USER…,not offensive,NULL,NULL
@USER तुमच्या।पेक्षा @USER लाख पट चांगला आहे,not offensive,NULL,NULL
@USER लखोबा शंभर टक्के सहमत आहे या गोष्टीशी खूपच चांगला डीपी,not offensive,NULL,NULL
@USER नवीन एज्यूने त्यांच्या विद्यार्थ्यांच्या कामाच्या दुसर्‍या दिवशी जी विद्यार्थ्यांच्या बाजूने एक चांगला निर्णय घेतला म्ह…,not offensive,NULL,NULL
@USER सनी लियोनीला सुपर स्टार होण्याचा चांगला चान्स आहे,not offensive,NULL,NULL
मी मनाने नाही पण दिसायला तरी चांगला आहे देत असतो मला पण कोणी तरी करा,not offensive,NULL,NULL
@USER सरांची एवढी स्तूती वाचून डोळ्यात पाणी आलं तसा अभ्या चांगला माणूस आहे पण तरीही सांभाळून राहा …,not offensive,NULL,NULL
@USER चांगला रोमँटिक मूड व्हायला लागला होता तेवढ्यात पुढे वाचल ‍,not offensive,NULL,NULL
@USER ने थोडा चांगला ज्योतिषी शोधावा भले मधून खर्च होऊ देत,not offensive,NULL,NULL
@USER @USER तुला वाटतं जास्त समजतंय का भडव्या तू तुझी पुण्यात आय घाल आमच्या कोकणाबद्दल बोलास तर…,not offensive,NULL,NULL
वेळेला वेळ काढुन भेटलेली व्यक्ती भेटली की वेळ चांगला जातो कालचाअनुभव,not offensive,NULL,NULL
@USER वॉर्ड मेम्बर तुझ्यापेक्षा चांगला बोलतो सोनिया राहुल खातात आणि तुझ्यासारख्याला चाटायला पुसायला ठेवतात,not offensive,NULL,NULL
@USER @USER हा माझा मतदारसंघ आणि हे आमचे सेवक घ्या यांना चांगला फार दिवसाचे स्वप्न आहे,not offensive,NULL,NULL
महाराष्ट्राचे मुख्यमंत्री कोणता चांगला निर्णय घेतायत आणि कोणते चांगले कामं करतायत याची धडकी थेट लाचार केंद्राला बस…,not offensive,NULL,NULL
@USER चांगला उपक्रम आहे मुंबई महानगर पालिका कर्मचारी नेहमी प्रमाणे सामाजिक सेवेत अग्रेसर असतात त्यांच्या पाठीवर…,not offensive,NULL,NULL
नाशिक जिल्ह्यात पावसाचा जोर कायम असून नाशिक शहराला पाणी पुरवठा करण्याऱ्या गंगापूरधरणाच्या पाणलोट क्षेत्रात सकाळी…,not offensive,NULL,NULL
वडिलांपेक्षा चांगला सल्लागार कोणीही नाहीआई पेक्षा मोठं जग कोणतचं नाहीजगातील सर्व पालकांना राष्ट्रीय पालक दि…,not offensive,NULL,NULL
@USER पावसाचा आनंद किती चांगला असतो,not offensive,NULL,NULL
हि लक्षण फक्त तुझ्यात दिसत आहेत इलाज कर चांगला स्वतःचा,not offensive,NULL,NULL
@USER पुन्हा एकदा चांगला साठी,not offensive,NULL,NULL
@USER @USER @USER चांगला उपक्रम आहे कोणत्या स्वरूपाची मदत स्वीकारणार केव्हापर्यंत आणि ती पूरग्रस्तांपर्यं…,not offensive,NULL,NULL
@USER घर कधी देणार त्याची नेमकी तारिख सांगा नंतर बहाणेबाजी नको घरांचा दर्जा चांगला असला पाहिजे ज्या इतर…,not offensive,NULL,NULL
@USER @USER @USER महाराष्ट्र द्रोही भाजपला उत्तर भारतीय लोकांची काळजी आहे महाराष्ट्रातील मराठी जनतेने…,not offensive,NULL,NULL
@USER साहेब खूप चांगला निर्णय आहे आपल्या कडून याच अपेक्षा आहेत मात्र सॉफ्टवेअर मधून नका टाकू …,not offensive,NULL,NULL
@USER पत्रकारितेचा तुमचा दर्जा अगोदर खरंच चांगला होता,not offensive,NULL,NULL
टेबल टेनिस ३ऱ्या सेट मध्ये मोनिका बत्रा चा चांगला कमबॅक२–१ ने पिछाडीवर,not offensive,NULL,NULL
नवीन एज्यूने त्यांच्या विद्यार्थ्यांच्या कामाच्या दुसर्‍या दिवशी जी विद्यार्थ्यांच्या बाजूने एक चांगला निर्णय घेतला…,not offensive,NULL,NULL
@USER @USER @USER सर्व हिंदी फिल्म श्रुष्टी हि शांतीप्रिय समाज कसा चांगला हेच दाखवतात,not offensive,NULL,NULL
@USER @USER आजचा दिवस चांगला नाही वाटत आहे टेबल टेनिस साठी,not offensive,NULL,NULL
@USER @USER हाय आपला धागा वाचण्यास सज्ज आहे थ्रेड-मुंबई मधील कुख्यात डोंगरी भागात राहणारा एक वसुलीखोर गुंड अली काही…,not offensive,NULL,NULL
@USER @USER @USER बाय रोड येवू शकला असता महाड पर्यंत मुंबई गोवा हायवे ला काही अडथळा ना…,not offensive,NULL,NULL
@USER @USER @USER @USER बाय रोड येवू शकला असता महाड पर्यंत मुंबई गोवा हायवे…,not offensive,NULL,NULL
@USER चांगला खेळला पण मध्ये जिंकायला पाहिजे होतं,not offensive,NULL,NULL
@USER @USER चांगला उपक्रम आहे कोणत्या स्वरूपाची मदत स्वीकारणार केव्हापर्यंत आणि ती पूरग्र…,not offensive,NULL,NULL
@USER मला संदेश आणि सूचना पाठवणाऱ्या लोकांमध्ये ~ लोक वर्षांपेक्षा कमी वयाचे आहेत म्हणजेच भारताच्या युवा शक्तिच्या सूचना @USER…,not offensive,NULL,NULL
मला संदेश आणि सूचना पाठवणाऱ्या लोकांमध्ये ~ लोक वर्षांपेक्षा कमी वयाचे आहेत म्हणजेच भारताच्या युवा शक्ति…,not offensive,NULL,NULL
म्हणजेच भारताच्या युवा शक्तिच्या सूचना ‘मन की बात’ ला दिशा देत आहेत मी हा खूप चांगला संकेत आहे असे मानतो,not offensive,NULL,NULL
@USER हाय आपला धागा वाचण्यास सज्ज आहे थ्रेड-मुंबई मधील कुख्यात डोंगरी भागात राहणारा एक वसुलीखोर गुंड अ…,not offensive,NULL,NULL
@USER हो ठेव चांगला आहे शी करतो बराच त्यामुळे आहे इतर पेक्षा,not offensive,NULL,NULL
@USER @USER खरोखरीच हा चांगला आणि अभ्यासपूर्ण पर्याय असू शकतो पण सरकार बदललं की सगळ्या योजना ही बदलतात राजकारणाचे बळी,not offensive,NULL,NULL
@USER महिना ३ हजार पगारावर चांगला सेल्समन मिळतो पण देशाला चांगल्या पंतप्रधानाची प्रतीक्षा आहे,not offensive,NULL,NULL
@USER उद्धेश चांगला आहे पण फोटो चोरायचे कशाला? ज्यांचं सगळं गेलं अशा लोकांबरोबर तरी अशी थट्टा नको @USER @USER आ…,not offensive,NULL,NULL
@USER मला आशा आहे की आपणास चा यू वू सेलका मिळेल आयुष्यात चमकत रहा आणि थँक्यू माझ्यासाठी त्या सांत्वनदायक व्यक्तींपैकी एक…,not offensive,NULL,NULL
@USER नक्कीच चांगला निर्णय नाहीतर मुख्यमंत्री परत स्थगिती चे आदेश देतील सावध राहुन निर्णय घ्या,not offensive,NULL,NULL
@USER आंधळा माणूस एका मंदिरात गेला मंदिरात दर्शन घेत असलेले लोक त्याला बघून म्हणाले दर्शनाला आलाय देवाला बघु शकणार का? आंध…,not offensive,NULL,NULL
@USER @USER @USER @USER मोदींनी बॉलीवूड चा चांगला बाजार उठवला आहे है तो मुंमकीन है,not offensive,NULL,NULL
@USER आयला चस्मा लागला कि काय मला लागलेच चांगला डोळ्याचा पण सांगा कि,not offensive,NULL,NULL
@USER खोट्या अपेक्षा पेक्षा सरळ नकार कधीही चांगलामराठी रिम म,not offensive,NULL,NULL
@USER मौन हा चांगला उपाय आहे,not offensive,NULL,NULL
@USER मित्रा माझ्या या हसऱ्या चेहऱ्यामागचे माझ्या मनाचे रडणे आणि दुख तुला नेहमी न सांगताच कळावे इतका चांगला मित्र हो केवळ…,not offensive,NULL,NULL
@USER @USER सर्व हिंदी फिल्म श्रुष्टी हि शांतीप्रिय समाज कसा चांगला हेच दाखवतात,not offensive,NULL,NULL
आशा करूयात की ऑलम्पिक मध्ये भारताचा आजही चांगला दिवस जाईल आज मेरी कॉम पी वी सिंधू मेन्स हॉकी टीम म…,not offensive,NULL,NULL
महाराष्ट्र २४ । विशेष प्रतिनिधी । दि २५ जुलै ।मेष- आज आर्थिक स्थिती मजबूत राहिल आरोग्य चांगलं असेल व्यवसायात आज…,not offensive,NULL,NULL
आरोग्य टीप्स दोरीवरील उड्या मारण्याचा व्यायाम चांगला हे आहेत फायदे,not offensive,NULL,NULL
उद्धेश चांगला आहे पण फोटो चोरायचे कशाला? ज्यांचं सगळं गेलं अशा लोकांबरोबर तरी अशी थट्टा नको @USER…,not offensive,NULL,NULL
वडिलांपेक्षा चांगला सल्लागार कोणीही नाहीआई पेक्षा मोठं जग कोणतचं नाहीजगातील सर्व पालकांना…,not offensive,NULL,NULL
मला आशा आहे की आपणास चा यू वू सेलका मिळेल आयुष्यात चमकत रहा आणि थँक्यू माझ्यासाठी त्या सांत्वनदायक व्य…,not offensive,NULL,NULL
@USER आज दिवस चांगला आहे तुझा,not offensive,NULL,NULL
@USER साहेब तुम्ही एक वरिष्ठ पत्रकार आहात तुमचा अभ्यास नक्कीच चांगला असेल पण राणेला कणकवली सोडलं तर बाहे…,not offensive,NULL,NULL
ट्रेण्ड चांगला आहे …,not offensive,NULL,NULL
@USER चांगला धुऊनच निघाला असेल तो,not offensive,NULL,NULL
@USER चांगला आहे,not offensive,NULL,NULL
@USER चांगला का वाईट,not offensive,NULL,NULL
@USER @USER @USER @USER आजची परिस्थिती पाहता त्यापेक्षा भयाण परिस्थिती को…,not offensive,NULL,NULL
@USER सगळ्यांचे क्रश जाणून घेण्याचा चांगला उपाय आहे हा,not offensive,NULL,NULL
@USER एक चांगला विचार आयुष्य बदलण्यास पूरक असतो पण तो रुजण्यापूर्विच मनात खोलवर असणारे पूर्वीचे बांधील विचार त्याला नष्ट करण्या…,not offensive,NULL,NULL
@USER @USER @USER गुरुपौर्णिमेनिमित्त हा अतिशय चांगला कार्यक्रम आयोजित केल्या बद्दल धन्यवा…,not offensive,NULL,NULL
@USER @USER मॅडम चांगला कामाच कौतुक नक्कीच करावं,not offensive,NULL,NULL
सर्वोकृष्ट चांगला होस्ट स्पीकर आणि उत्तम वाभाडे काढणारा जनक अश्या स्वतःला आणि इतरांना उपाधी देउन पण मोकळी झाली न…,not offensive,NULL,NULL
@USER खूप चांगला निर्णय घेतला साहेबधन्यवाद।,not offensive,NULL,NULL
@USER काही माणसांना किती चांगला दिखावा करता येतो ना मनात खुप मोठं दुःख असतांना देखील हसत असतात कशासाठी कोणाला समजू नये म्हणून?…,not offensive,NULL,NULL
@USER @USER @USER @USER @USER विकेंड ला फेरफटका मारून यायचा चांगला प्लॅन ठरवला आहे,not offensive,NULL,NULL
@USER दरड कोसळण्याची शक्यता असलेल्या अनेक आहेत करुन काही उपाययोजना करणे गरजेचे आहेम्हा…,not offensive,NULL,NULL
ज्याला दुःखाची जाणीव असतेत्याला सुखाची किंमतही असतेम्हणून जे दिवस आपण काढले आहेतत्याची नेहमी जाणीव असावीसुंद…,not offensive,NULL,NULL
@USER कालचा चांगला होता,not offensive,NULL,NULL
खोट्या अपेक्षा पेक्षा सरळ नकार कधीही चांगलामराठी रिम म,not offensive,NULL,NULL
आजच्या दिवसापेक्षा उद्याचा दिवस नक्की चांगला असणार याची आशा सुटत नाही म्हणून आपण जगतो उद्याबद्दलची काही ना काही…,not offensive,NULL,NULL
@USER सामान्य माणूस कधीही चांगला,not offensive,NULL,NULL
@USER बहुदा मुंबईत चांगला मिळत नसावा,not offensive,NULL,NULL
@USER नालायक हाच चांगला शब्द आहे या राणे ला तू अजून घरीं पण दरवाज्या च्या मागचं ऐकत अशील निलेश सांभाळून रा…,not offensive,NULL,NULL
कोन चांगला सामान्य माणूस की महाराष्ट्र शासन,not offensive,NULL,NULL
@USER @USER @USER @USER अतिशय चांगला उपक्रम,not offensive,NULL,NULL
आरोपीच्या पिंजऱ्यात उभा असलेला माणूस चांगला की वाईट याविषयीचे मतप्रदर्शन न्यायालयात कधी केले जात नाही तिथे होतो तो…,not offensive,NULL,NULL
@USER साहेब खूप चांगला निर्णय घेतला आहे आपण जय महाराष्ट्र,not offensive,NULL,NULL
@USER राणे साहेब त्यादिवशी चांगला मौका होताये कानाखली दयाची होती ना,not offensive,NULL,NULL
@USER फार चांगला उद्देश आहे नक्की करावं दुरुस्ती साठी श्रोते लोक येतीलच,not offensive,NULL,NULL
@USER चांगला निर्णय असच काही आमच्या शिव शाही प्रकल्प वसाहत मधे होणार आहे अनेक अर्ज़ देऊन सुद्धा काहीही…,not offensive,NULL,NULL
@USER साहेब चांगला निर्णय गोरगरिबांचा कैवारी,not offensive,NULL,NULL
@USER खूप चांगला निर्णय @USER @USER व म्हाडासह जितेंद्र आव्हाड यांचे आभार व अभिनंदन,not offensive,NULL,NULL
@USER जोपर्यंत चांगला कुत्रा मिळत नाही तोपर्यंत एकदम जोरात सुरू ठेवायचा आता असाही एक वर्ष आराम च आहे,not offensive,NULL,NULL
@USER यांनी अतिशय चांगला आणि प्रेरणादायी संघर्ष आपल्यासमोर मांडला आहेमीराबाई चाणू यांचाप्रत्येकानी अव…,not offensive,NULL,NULL
@USER @USER @USER @USER @USER @USER @USER मी आता तेच…,not offensive,NULL,NULL
@USER @USER मुद्दा चांगला मांडला,not offensive,NULL,NULL
@USER एक चांगला उपक्रम,not offensive,NULL,NULL
@USER साहेब फक्त लेव्हल ३ चे नियक हे कायमचे ठेवणार आहेत कल्याण डोंबिवली मध्ये सध्या तर चांगला…,not offensive,NULL,NULL
@USER मिडिया ने केलेली चूक आज त्यांनाच कळत आहेबराच उशीर झाला असला तरीसत्य लिहण्याचे दाखविण्याचे धाडस आज त्यातले काहीजण करत…,not offensive,NULL,NULL
@USER चांगला उपक्रमकामात येईलखूप खूप शुभेच्छा,not offensive,NULL,NULL
या योजनेतील कामांसाठी कृषी विभागानं पुढाकार घ्यावा जिल्ह्यातील बारामती इंदापूर आणि पुरंदर तालुक्यातील निवड झाले…,not offensive,NULL,NULL
@USER मनुष्य स्वभावत कितीही चांगला असला तरी शिक्षणाने त्याच्या बुद्धीचा विकास झाल्याशिवाय देशाची उन्नती होत नाही - लोकमा…,not offensive,NULL,NULL
@USER थांब काकानचा अनुभव चांगला आहे @USER,not offensive,NULL,NULL
मग देशाला पण चौकीदार नकोय चांगला पंतप्रधान हवाययावर ही काही बोला राणे साहेब@USER @USER…,not offensive,NULL,NULL
@USER त्यांच काय ?? अश्या लोकांना का आपण टार्गेट करत नाही? कोरोना काळात खूप डॉक्टर लोकांनी लाखों-करोडो…,not offensive,NULL,NULL
@USER @USER @USER @USER @USER @USER @USER @USER @USERवन…,not offensive,NULL,NULL
मित्रा माझ्या या हसऱ्या चेहऱ्यामागचे माझ्या मनाचे रडणे आणि दुख तुला नेहमी न सांगताच कळावे इतका चांगला मित्र हो …,not offensive,NULL,NULL
एक चांगला विचार आयुष्य बदलण्यास पूरक असतो पण तो रुजण्यापूर्विच मनात खोलवर असणारे पूर्वीचे बांधील विचार त्याला नष्ट…,not offensive,NULL,NULL
@USER अर्जुनाला श्रीकृष्णा सारखा गुरू मिळाला म्हणून तो यशस्वी झाला तर दुर्योधनाला शकुनी मामा सारखा गुरू मिळाला त्यामुळे त्या…,not offensive,NULL,NULL
@USER आपल्यात जर खरोखरच शिकण्याची इच्छा असेल तर आपल्या स्वतःच्या जीवनासारखं चांगला गुरू कोणीही नाही,not offensive,NULL,NULL
@USER शिक्षणसेवकमानधनवाढ शिक्षक हा चांगला समाज घडविण्याचा मनापासून प्रयत्न करत असतो त्याला सन्मानाने जगू द्या आजच्या गुरु…,not offensive,NULL,NULL
@USER एकदम भारी सरकार मध्ये आहे किंवा सरकार आपलंच आहे असं समजणार्‍या एक चांगला धडा,not offensive,NULL,NULL
@USER लाज वाटली पाहिजे आंबा कुठला चांगला ही बातमी करताय।पेगसुस जासुसी बद्दल मूग गिळून गप्प बसते।।…,not offensive,NULL,NULL
@USER सुविचार अनेक धंद्या पेक्षा एखादा प्रामाणिक व्यवसाय चांगला,not offensive,NULL,NULL
@USER जोपर्यंत आपल्या समाजातील तथाकथित बुद्धिजीवी लोक कुठल्या ना कुठल्या पक्षाच्या दावणीला बांधलेले राहतील तोपर्यंत हे असच सु…,not offensive,NULL,NULL
आता स्वस्त झालेल्या सोन्याची खरेदी केल्यास भविष्यात चांगला रिटर्न मिळू शकतो,not offensive,NULL,NULL
@USER कित्येक वर्षे फूट भर दाडी ठेवलेली चालते यांना पण एक दिवस फेटा घातलेले चांगला दिसत नाही असले लोक…,not offensive,NULL,NULL
साहेब आम्ही कोकणी समाज (रायगड-रत्नागिरी) पिंपरी-चिंचवड़ मध्ये मोठया प्रमाणात आहे (३०) त्याचा शिवसेना ला चांगला फ़ा…,not offensive,NULL,NULL
@USER दयाळूपणा दाखवा नेहमी प्रेमाने वागा तुमचा हेतू चांगला आहे ना हे तपासून पाहा तुमची वागणूक योग्य आहे ते तपासा आणि नेहमी…,not offensive,NULL,NULL
प्रिय पिंट्याउमेदीच्या वयातील धडपड धावपळ पळापळ मान-अपमान हरणे- जिंकणे यश-अपयश आपल्या चुका त्यातून शिकलेला…,not offensive,NULL,NULL
@USER चांगला काम करा लोक निवडून देतील उगाच सेनेवर टीका करत बसला तरं आयुष्य भावी च राहणार,not offensive,NULL,NULL
@USER देव दिसे ठायी ठायी भक्तलीन भक्तापाई सुखालाही आला हो पूर अवघे गरजे पंढरपूर चालला नामाचा गजरआषाढी एकादशी निमित्त स…,not offensive,NULL,NULL
@USER इस्त्री चे कपडे घालून गुलामी करण्यापेक्षा फाटके कपडे घालून स्वतःचा व्यवसाय केलेला कधीही चांगलामीअज्ञानी,not offensive,NULL,NULL
@USER भातखळकर इतका मुर्ख पणा चांगला नाहीच कमीतकमी काही दिवस तरी टिका-टिपणी करू नकोसअतिवृष्टी ही ठरवून येत…,not offensive,NULL,NULL
दयाळूपणा दाखवा नेहमी प्रेमाने वागा तुमचा हेतू चांगला आहे ना हे तपासून पाहा तुमची वागणूक योग्य आहे ते तपासा आणि…,not offensive,NULL,NULL
नद्यांच्या पाणलोट क्षेत्रात चांगला पाऊस पडतो त्यातल्या बऱ्यापैकी नद्यांना दरवर्षी पूर येतो त्यातलं बरचसं पाणी क…,not offensive,NULL,NULL
बोलू नकोस खरंच चांगला मुद्दा असला असता तर तुझी वाह वाह केली असतीअजित पवार एक डायलॉग तुला चांगला सुट…,not offensive,NULL,NULL
सुविचार अनेक धंद्या पेक्षा एखादा प्रामाणिक व्यवसाय चांगला,not offensive,NULL,NULL
भारतातील कर्मचाऱ्यांचा पगार पुढील वर्षी चांगला वाढणार पाहा कोणत्या क्षेत्रातील कर्मचाऱ्यांना वाढणार मागणी -,not offensive,NULL,NULL
@USER फेकू नको देशाला चांगला पंतप्रधान हवा,not offensive,NULL,NULL
@USER तुमचा मुख्यमंत्री किती चांगला होता? हे सगळ्या सातारासांगली कोल्हापूरसोबत उभ्या महाराष्ट्राला माहितीये आणि आताचा मुख्यमं…,not offensive,NULL,NULL
तुझ्यापेक्षा चांगला नकोच आहे कारण तूच तर बेस्ट आहेस,not offensive,NULL,NULL
@USER @USER @USER हा व्यंग खरंच चांगला होता शुभ रात्री दादा अलात तर भेटू,not offensive,NULL,NULL
@USER हो नाजाऊदे वा खेळाडू म्हणून चांगला खेळालास तू,not offensive,NULL,NULL
@USER @USER @USER काम धंदा चांगला व्यंग आहे चला मुक्ती मिळाली शुभ रात्री,not offensive,NULL,NULL
जोपर्यंत आपल्या समाजातील तथाकथित बुद्धिजीवी लोक कुठल्या ना कुठल्या पक्षाच्या दावणीला बांधलेले राहतील तोपर्यंत हे अ…,not offensive,NULL,NULL
@USER प्रत्येकाला पहिला गुरू घरातच मिळतो मलाही आदरणीय विलासराव देशमुख साहेब आणि आदरणीय दिलीपराव देशमुख साहेब यांच्यारूपाने गुरू…,not offensive,NULL,NULL
@USER @USER महाराष्ट्र द्रोही भाजपला उत्तर भारतीय लोकांची काळजी आहे महाराष्ट्रातील मराठी जनते…,not offensive,NULL,NULL
@USER @USER @USER चांगला व्यंग करता पण प्रयत्न पूर्ण करतो वाचवण्यासाठी पण नाहीच वाचला तर दुर्दैव…,not offensive,NULL,NULL
@USER एकच तर फोटो मोठ्या मुश्किलीने चांगला आला आहे मग ती तरी काय करणार??,not offensive,NULL,NULL
अर्जुनाला श्रीकृष्णा सारखा गुरू मिळाला म्हणून तो यशस्वी झाला तर दुर्योधनाला शकुनी मामा सारखा गुरू मिळाला त्यामुळे…,not offensive,NULL,NULL
@USER या हॉलीवूडच्या व्यक्ती कमी व मिथक जास्त अश्या नटीच्या जीवनातील एका घटनेवर आधारलेला एक चांगला सिनेमा …,not offensive,NULL,NULL
@USER @USER @USER पवित्रगुरूंचाअपमान शिक्षण व्यवस्थेचा घात केलाय सरकारने वर्षांपूर्वी शिक्षणसेवकांना…,not offensive,NULL,NULL
@USER @USER @USER @USER मॅडम अभ्यासक्रमात कपात हा निर्णय चांगला आहे परंतु सध्या ची परिस्थिती ल…,not offensive,NULL,NULL
@USER @USER @USER @USERनक्कीच खूप चांगली मागणी पण दादा@USERकेंद्र सरकार मध्ये धमक तरी आहे दरवर्षी जागा…,not offensive,NULL,NULL
शिक्षणसेवकमानधनवाढ शिक्षक हा चांगला समाज घडविण्याचा मनापासून प्रयत्न करत असतो त्याला सन्मानाने जगू द्या आजच्या…,not offensive,NULL,NULL
@USER @USER @USER @USER @USER राज्याला चांगला मुख्यमंत्री मिळाला आहे…,not offensive,NULL,NULL
@USER @USER @USER @USER @USER @USER @USER @USER @USER चांगला…,not offensive,NULL,NULL
